v1	V(n002)	V(n003)	d(V(n003))
4.300000000000003e-002	4.300000e-002	1.200000e+000	0.000000e+000
4.400000000000003e-002	4.400000e-002	1.200000e+000	0.000000e+000
4.500000000000003e-002	4.500000e-002	1.200000e+000	0.000000e+000
4.600000000000003e-002	4.600000e-002	1.200000e+000	0.000000e+000
4.700000000000004e-002	4.700000e-002	1.200000e+000	0.000000e+000
4.800000000000004e-002	4.800000e-002	1.200000e+000	0.000000e+000
4.900000000000004e-002	4.900000e-002	1.200000e+000	0.000000e+000
5.000000000000004e-002	5.000000e-002	1.200000e+000	0.000000e+000
5.100000000000004e-002	5.100000e-002	1.200000e+000	0.000000e+000
5.200000000000004e-002	5.200000e-002	1.200000e+000	0.000000e+000
5.300000000000004e-002	5.300000e-002	1.200000e+000	0.000000e+000
5.400000000000004e-002	5.400000e-002	1.200000e+000	0.000000e+000
5.500000000000004e-002	5.500000e-002	1.200000e+000	0.000000e+000
5.600000000000004e-002	5.600000e-002	1.200000e+000	0.000000e+000
5.700000000000004e-002	5.700000e-002	1.200000e+000	0.000000e+000
5.800000000000005e-002	5.800000e-002	1.200000e+000	0.000000e+000
5.900000000000005e-002	5.900000e-002	1.200000e+000	0.000000e+000
6.000000000000005e-002	6.000000e-002	1.200000e+000	0.000000e+000
6.100000000000005e-002	6.100000e-002	1.200000e+000	0.000000e+000
6.200000000000005e-002	6.200000e-002	1.200000e+000	0.000000e+000
6.300000000000004e-002	6.300000e-002	1.200000e+000	0.000000e+000
6.400000000000004e-002	6.400000e-002	1.200000e+000	0.000000e+000
6.500000000000004e-002	6.500000e-002	1.200000e+000	0.000000e+000
6.600000000000005e-002	6.600000e-002	1.200000e+000	0.000000e+000
6.700000000000005e-002	6.700000e-002	1.200000e+000	0.000000e+000
6.800000000000005e-002	6.800000e-002	1.200000e+000	0.000000e+000
6.900000000000005e-002	6.900000e-002	1.200000e+000	0.000000e+000
7.000000000000005e-002	7.000000e-002	1.200000e+000	0.000000e+000
7.100000000000005e-002	7.100000e-002	1.200000e+000	0.000000e+000
7.200000000000005e-002	7.200000e-002	1.200000e+000	0.000000e+000
7.300000000000005e-002	7.300000e-002	1.200000e+000	0.000000e+000
7.400000000000005e-002	7.400000e-002	1.200000e+000	0.000000e+000
7.500000000000005e-002	7.500000e-002	1.200000e+000	0.000000e+000
7.600000000000005e-002	7.600000e-002	1.200000e+000	0.000000e+000
7.700000000000006e-002	7.700000e-002	1.200000e+000	0.000000e+000
7.800000000000006e-002	7.800000e-002	1.200000e+000	0.000000e+000
7.900000000000006e-002	7.900000e-002	1.200000e+000	0.000000e+000
8.000000000000006e-002	8.000000e-002	1.200000e+000	0.000000e+000
8.100000000000006e-002	8.100000e-002	1.200000e+000	0.000000e+000
8.200000000000006e-002	8.200000e-002	1.200000e+000	0.000000e+000
8.300000000000006e-002	8.300000e-002	1.200000e+000	0.000000e+000
8.400000000000006e-002	8.400000e-002	1.200000e+000	0.000000e+000
8.500000000000006e-002	8.500000e-002	1.200000e+000	0.000000e+000
8.600000000000006e-002	8.600000e-002	1.200000e+000	0.000000e+000
8.700000000000006e-002	8.700000e-002	1.200000e+000	0.000000e+000
8.800000000000006e-002	8.800000e-002	1.200000e+000	0.000000e+000
8.900000000000007e-002	8.900000e-002	1.200000e+000	0.000000e+000
9.000000000000007e-002	9.000000e-002	1.200000e+000	0.000000e+000
9.100000000000007e-002	9.100000e-002	1.200000e+000	0.000000e+000
9.200000000000007e-002	9.200000e-002	1.200000e+000	0.000000e+000
9.300000000000007e-002	9.300000e-002	1.200000e+000	0.000000e+000
9.400000000000007e-002	9.400000e-002	1.200000e+000	0.000000e+000
9.500000000000007e-002	9.500000e-002	1.200000e+000	0.000000e+000
9.600000000000007e-002	9.600000e-002	1.200000e+000	0.000000e+000
9.700000000000007e-002	9.700000e-002	1.200000e+000	0.000000e+000
9.800000000000007e-002	9.800000e-002	1.200000e+000	0.000000e+000
9.900000000000007e-002	9.900000e-002	1.200000e+000	0.000000e+000
1.000000000000001e-001	1.000000e-001	1.200000e+000	0.000000e+000
1.010000000000001e-001	1.010000e-001	1.200000e+000	0.000000e+000
1.020000000000001e-001	1.020000e-001	1.200000e+000	0.000000e+000
1.030000000000001e-001	1.030000e-001	1.200000e+000	0.000000e+000
1.040000000000001e-001	1.040000e-001	1.200000e+000	0.000000e+000
1.050000000000001e-001	1.050000e-001	1.200000e+000	0.000000e+000
1.060000000000001e-001	1.060000e-001	1.200000e+000	0.000000e+000
1.070000000000001e-001	1.070000e-001	1.200000e+000	0.000000e+000
1.080000000000001e-001	1.080000e-001	1.200000e+000	0.000000e+000
1.090000000000001e-001	1.090000e-001	1.200000e+000	0.000000e+000
1.100000000000001e-001	1.100000e-001	1.200000e+000	0.000000e+000
1.110000000000001e-001	1.110000e-001	1.200000e+000	0.000000e+000
1.120000000000001e-001	1.120000e-001	1.200000e+000	0.000000e+000
1.130000000000001e-001	1.130000e-001	1.200000e+000	0.000000e+000
1.140000000000001e-001	1.140000e-001	1.200000e+000	0.000000e+000
1.150000000000001e-001	1.150000e-001	1.200000e+000	0.000000e+000
1.160000000000001e-001	1.160000e-001	1.200000e+000	0.000000e+000
1.170000000000001e-001	1.170000e-001	1.200000e+000	0.000000e+000
1.180000000000001e-001	1.180000e-001	1.200000e+000	0.000000e+000
1.190000000000001e-001	1.190000e-001	1.200000e+000	0.000000e+000
1.200000000000001e-001	1.200000e-001	1.200000e+000	0.000000e+000
1.210000000000001e-001	1.210000e-001	1.200000e+000	0.000000e+000
1.220000000000001e-001	1.220000e-001	1.200000e+000	0.000000e+000
1.230000000000001e-001	1.230000e-001	1.200000e+000	0.000000e+000
1.240000000000001e-001	1.240000e-001	1.200000e+000	0.000000e+000
1.250000000000001e-001	1.250000e-001	1.200000e+000	0.000000e+000
1.260000000000001e-001	1.260000e-001	1.200000e+000	0.000000e+000
1.270000000000001e-001	1.270000e-001	1.200000e+000	0.000000e+000
1.280000000000001e-001	1.280000e-001	1.200000e+000	0.000000e+000
1.290000000000001e-001	1.290000e-001	1.200000e+000	0.000000e+000
1.300000000000001e-001	1.300000e-001	1.200000e+000	0.000000e+000
1.310000000000001e-001	1.310000e-001	1.200000e+000	0.000000e+000
1.320000000000001e-001	1.320000e-001	1.200000e+000	0.000000e+000
1.330000000000001e-001	1.330000e-001	1.200000e+000	0.000000e+000
1.340000000000001e-001	1.340000e-001	1.200000e+000	0.000000e+000
1.350000000000001e-001	1.350000e-001	1.200000e+000	0.000000e+000
1.360000000000001e-001	1.360000e-001	1.200000e+000	0.000000e+000
1.370000000000001e-001	1.370000e-001	1.200000e+000	0.000000e+000
1.380000000000001e-001	1.380000e-001	1.200000e+000	0.000000e+000
1.390000000000001e-001	1.390000e-001	1.200000e+000	0.000000e+000
1.400000000000001e-001	1.400000e-001	1.200000e+000	0.000000e+000
1.410000000000001e-001	1.410000e-001	1.200000e+000	0.000000e+000
1.420000000000001e-001	1.420000e-001	1.200000e+000	0.000000e+000
1.430000000000001e-001	1.430000e-001	1.200000e+000	0.000000e+000
1.440000000000001e-001	1.440000e-001	1.200000e+000	0.000000e+000
1.450000000000001e-001	1.450000e-001	1.200000e+000	0.000000e+000
1.460000000000001e-001	1.460000e-001	1.200000e+000	0.000000e+000
1.470000000000001e-001	1.470000e-001	1.200000e+000	0.000000e+000
1.480000000000001e-001	1.480000e-001	1.200000e+000	0.000000e+000
1.490000000000001e-001	1.490000e-001	1.200000e+000	0.000000e+000
1.500000000000001e-001	1.500000e-001	1.200000e+000	0.000000e+000
1.510000000000001e-001	1.510000e-001	1.200000e+000	0.000000e+000
1.520000000000001e-001	1.520000e-001	1.200000e+000	0.000000e+000
1.530000000000001e-001	1.530000e-001	1.200000e+000	0.000000e+000
1.540000000000001e-001	1.540000e-001	1.200000e+000	0.000000e+000
1.550000000000001e-001	1.550000e-001	1.200000e+000	0.000000e+000
1.560000000000001e-001	1.560000e-001	1.200000e+000	0.000000e+000
1.570000000000001e-001	1.570000e-001	1.200000e+000	0.000000e+000
1.580000000000001e-001	1.580000e-001	1.200000e+000	0.000000e+000
1.590000000000001e-001	1.590000e-001	1.200000e+000	0.000000e+000
1.600000000000001e-001	1.600000e-001	1.200000e+000	0.000000e+000
1.610000000000001e-001	1.610000e-001	1.200000e+000	0.000000e+000
1.620000000000001e-001	1.620000e-001	1.200000e+000	0.000000e+000
1.630000000000001e-001	1.630000e-001	1.200000e+000	0.000000e+000
1.640000000000001e-001	1.640000e-001	1.200000e+000	0.000000e+000
1.650000000000001e-001	1.650000e-001	1.200000e+000	0.000000e+000
1.660000000000001e-001	1.660000e-001	1.200000e+000	0.000000e+000
1.670000000000001e-001	1.670000e-001	1.200000e+000	0.000000e+000
1.680000000000001e-001	1.680000e-001	1.200000e+000	0.000000e+000
1.690000000000001e-001	1.690000e-001	1.200000e+000	0.000000e+000
1.700000000000001e-001	1.700000e-001	1.200000e+000	0.000000e+000
1.710000000000001e-001	1.710000e-001	1.200000e+000	0.000000e+000
1.720000000000001e-001	1.720000e-001	1.200000e+000	0.000000e+000
1.730000000000001e-001	1.730000e-001	1.200000e+000	0.000000e+000
1.740000000000001e-001	1.740000e-001	1.200000e+000	0.000000e+000
1.750000000000001e-001	1.750000e-001	1.200000e+000	0.000000e+000
1.760000000000001e-001	1.760000e-001	1.200000e+000	0.000000e+000
1.770000000000001e-001	1.770000e-001	1.200000e+000	0.000000e+000
1.780000000000001e-001	1.780000e-001	1.200000e+000	0.000000e+000
1.790000000000001e-001	1.790000e-001	1.200000e+000	0.000000e+000
1.800000000000001e-001	1.800000e-001	1.200000e+000	0.000000e+000
1.810000000000001e-001	1.810000e-001	1.200000e+000	0.000000e+000
1.820000000000001e-001	1.820000e-001	1.200000e+000	0.000000e+000
1.830000000000001e-001	1.830000e-001	1.200000e+000	0.000000e+000
1.840000000000001e-001	1.840000e-001	1.200000e+000	0.000000e+000
1.850000000000001e-001	1.850000e-001	1.200000e+000	0.000000e+000
1.860000000000001e-001	1.860000e-001	1.200000e+000	0.000000e+000
1.870000000000001e-001	1.870000e-001	1.200000e+000	0.000000e+000
1.880000000000001e-001	1.880000e-001	1.200000e+000	0.000000e+000
1.890000000000001e-001	1.890000e-001	1.200000e+000	0.000000e+000
1.900000000000001e-001	1.900000e-001	1.200000e+000	0.000000e+000
1.910000000000001e-001	1.910000e-001	1.200000e+000	0.000000e+000
1.920000000000001e-001	1.920000e-001	1.200000e+000	0.000000e+000
1.930000000000001e-001	1.930000e-001	1.200000e+000	0.000000e+000
1.940000000000001e-001	1.940000e-001	1.200000e+000	0.000000e+000
1.950000000000002e-001	1.950000e-001	1.200000e+000	0.000000e+000
1.960000000000002e-001	1.960000e-001	1.200000e+000	0.000000e+000
1.970000000000002e-001	1.970000e-001	1.200000e+000	0.000000e+000
1.980000000000002e-001	1.980000e-001	1.200000e+000	0.000000e+000
1.990000000000002e-001	1.990000e-001	1.200000e+000	0.000000e+000
2.000000000000002e-001	2.000000e-001	1.200000e+000	0.000000e+000
2.010000000000002e-001	2.010000e-001	1.200000e+000	0.000000e+000
2.020000000000002e-001	2.020000e-001	1.200000e+000	0.000000e+000
2.030000000000002e-001	2.030000e-001	1.200000e+000	0.000000e+000
2.040000000000002e-001	2.040000e-001	1.200000e+000	0.000000e+000
2.050000000000002e-001	2.050000e-001	1.200000e+000	0.000000e+000
2.060000000000002e-001	2.060000e-001	1.200000e+000	0.000000e+000
2.070000000000002e-001	2.070000e-001	1.200000e+000	0.000000e+000
2.080000000000002e-001	2.080000e-001	1.200000e+000	0.000000e+000
2.090000000000002e-001	2.090000e-001	1.200000e+000	0.000000e+000
2.100000000000002e-001	2.100000e-001	1.200000e+000	0.000000e+000
2.110000000000002e-001	2.110000e-001	1.200000e+000	0.000000e+000
2.120000000000002e-001	2.120000e-001	1.200000e+000	0.000000e+000
2.130000000000002e-001	2.130000e-001	1.200000e+000	0.000000e+000
2.140000000000002e-001	2.140000e-001	1.200000e+000	0.000000e+000
2.150000000000002e-001	2.150000e-001	1.200000e+000	0.000000e+000
2.160000000000002e-001	2.160000e-001	1.200000e+000	0.000000e+000
2.170000000000002e-001	2.170000e-001	1.200000e+000	0.000000e+000
2.180000000000002e-001	2.180000e-001	1.200000e+000	0.000000e+000
2.190000000000002e-001	2.190000e-001	1.200000e+000	0.000000e+000
2.200000000000002e-001	2.200000e-001	1.200000e+000	0.000000e+000
2.210000000000002e-001	2.210000e-001	1.200000e+000	0.000000e+000
2.220000000000002e-001	2.220000e-001	1.200000e+000	0.000000e+000
2.230000000000002e-001	2.230000e-001	1.200000e+000	0.000000e+000
2.240000000000002e-001	2.240000e-001	1.200000e+000	0.000000e+000
2.250000000000002e-001	2.250000e-001	1.200000e+000	0.000000e+000
2.260000000000002e-001	2.260000e-001	1.200000e+000	0.000000e+000
2.270000000000002e-001	2.270000e-001	1.200000e+000	0.000000e+000
2.280000000000002e-001	2.280000e-001	1.200000e+000	0.000000e+000
2.290000000000002e-001	2.290000e-001	1.200000e+000	0.000000e+000
2.300000000000002e-001	2.300000e-001	1.200000e+000	0.000000e+000
2.310000000000002e-001	2.310000e-001	1.200000e+000	0.000000e+000
2.320000000000002e-001	2.320000e-001	1.200000e+000	0.000000e+000
2.330000000000002e-001	2.330000e-001	1.200000e+000	0.000000e+000
2.340000000000002e-001	2.340000e-001	1.200000e+000	0.000000e+000
2.350000000000002e-001	2.350000e-001	1.200000e+000	0.000000e+000
2.360000000000002e-001	2.360000e-001	1.200000e+000	0.000000e+000
2.370000000000002e-001	2.370000e-001	1.200000e+000	0.000000e+000
2.380000000000002e-001	2.380000e-001	1.200000e+000	0.000000e+000
2.390000000000002e-001	2.390000e-001	1.200000e+000	0.000000e+000
2.400000000000002e-001	2.400000e-001	1.200000e+000	0.000000e+000
2.410000000000002e-001	2.410000e-001	1.200000e+000	0.000000e+000
2.420000000000002e-001	2.420000e-001	1.200000e+000	0.000000e+000
2.430000000000002e-001	2.430000e-001	1.200000e+000	0.000000e+000
2.440000000000002e-001	2.440000e-001	1.200000e+000	0.000000e+000
2.450000000000002e-001	2.450000e-001	1.200000e+000	0.000000e+000
2.460000000000002e-001	2.460000e-001	1.200000e+000	0.000000e+000
2.470000000000002e-001	2.470000e-001	1.200000e+000	0.000000e+000
2.480000000000002e-001	2.480000e-001	1.200000e+000	0.000000e+000
2.490000000000002e-001	2.490000e-001	1.200000e+000	0.000000e+000
2.500000000000002e-001	2.500000e-001	1.200000e+000	0.000000e+000
2.510000000000002e-001	2.510000e-001	1.200000e+000	0.000000e+000
2.520000000000002e-001	2.520000e-001	1.200000e+000	0.000000e+000
2.530000000000002e-001	2.530000e-001	1.200000e+000	0.000000e+000
2.540000000000002e-001	2.540000e-001	1.200000e+000	0.000000e+000
2.550000000000002e-001	2.550000e-001	1.200000e+000	0.000000e+000
2.560000000000002e-001	2.560000e-001	1.200000e+000	0.000000e+000
2.570000000000002e-001	2.570000e-001	1.200000e+000	0.000000e+000
2.580000000000002e-001	2.580000e-001	1.200000e+000	0.000000e+000
2.590000000000002e-001	2.590000e-001	1.200000e+000	0.000000e+000
2.600000000000002e-001	2.600000e-001	1.200000e+000	0.000000e+000
2.610000000000002e-001	2.610000e-001	1.200000e+000	0.000000e+000
2.620000000000002e-001	2.620000e-001	1.200000e+000	0.000000e+000
2.630000000000002e-001	2.630000e-001	1.200000e+000	0.000000e+000
2.640000000000002e-001	2.640000e-001	1.200000e+000	0.000000e+000
2.650000000000002e-001	2.650000e-001	1.200000e+000	0.000000e+000
2.660000000000002e-001	2.660000e-001	1.200000e+000	0.000000e+000
2.670000000000002e-001	2.670000e-001	1.200000e+000	0.000000e+000
2.680000000000002e-001	2.680000e-001	1.200000e+000	0.000000e+000
2.690000000000002e-001	2.690000e-001	1.200000e+000	0.000000e+000
2.700000000000002e-001	2.700000e-001	1.200000e+000	0.000000e+000
2.710000000000002e-001	2.710000e-001	1.200000e+000	0.000000e+000
2.720000000000002e-001	2.720000e-001	1.200000e+000	0.000000e+000
2.730000000000002e-001	2.730000e-001	1.200000e+000	0.000000e+000
2.740000000000002e-001	2.740000e-001	1.200000e+000	0.000000e+000
2.750000000000002e-001	2.750000e-001	1.200000e+000	0.000000e+000
2.760000000000002e-001	2.760000e-001	1.200000e+000	0.000000e+000
2.770000000000002e-001	2.770000e-001	1.200000e+000	0.000000e+000
2.780000000000002e-001	2.780000e-001	1.200000e+000	0.000000e+000
2.790000000000002e-001	2.790000e-001	1.200000e+000	0.000000e+000
2.800000000000002e-001	2.800000e-001	1.200000e+000	0.000000e+000
2.810000000000002e-001	2.810000e-001	1.200000e+000	0.000000e+000
2.820000000000002e-001	2.820000e-001	1.200000e+000	0.000000e+000
2.830000000000002e-001	2.830000e-001	1.200000e+000	0.000000e+000
2.840000000000002e-001	2.840000e-001	1.200000e+000	0.000000e+000
2.850000000000002e-001	2.850000e-001	1.200000e+000	0.000000e+000
2.860000000000002e-001	2.860000e-001	1.200000e+000	0.000000e+000
2.870000000000002e-001	2.870000e-001	1.200000e+000	0.000000e+000
2.880000000000002e-001	2.880000e-001	1.200000e+000	0.000000e+000
2.890000000000002e-001	2.890000e-001	1.200000e+000	0.000000e+000
2.900000000000002e-001	2.900000e-001	1.200000e+000	0.000000e+000
2.910000000000002e-001	2.910000e-001	1.200000e+000	0.000000e+000
2.920000000000002e-001	2.920000e-001	1.200000e+000	0.000000e+000
2.930000000000002e-001	2.930000e-001	1.200000e+000	0.000000e+000
2.940000000000002e-001	2.940000e-001	1.200000e+000	0.000000e+000
2.950000000000002e-001	2.950000e-001	1.200000e+000	0.000000e+000
2.960000000000002e-001	2.960000e-001	1.200000e+000	0.000000e+000
2.970000000000002e-001	2.970000e-001	1.200000e+000	0.000000e+000
2.980000000000002e-001	2.980000e-001	1.200000e+000	0.000000e+000
2.990000000000002e-001	2.990000e-001	1.200000e+000	0.000000e+000
3.000000000000002e-001	3.000000e-001	1.200000e+000	0.000000e+000
3.010000000000002e-001	3.010000e-001	1.200000e+000	0.000000e+000
3.020000000000002e-001	3.020000e-001	1.200000e+000	0.000000e+000
3.030000000000002e-001	3.030000e-001	1.200000e+000	0.000000e+000
3.040000000000002e-001	3.040000e-001	1.200000e+000	0.000000e+000
3.050000000000002e-001	3.050000e-001	1.200000e+000	0.000000e+000
3.060000000000002e-001	3.060000e-001	1.200000e+000	0.000000e+000
3.070000000000002e-001	3.070000e-001	1.200000e+000	0.000000e+000
3.080000000000002e-001	3.080000e-001	1.200000e+000	0.000000e+000
3.090000000000002e-001	3.090000e-001	1.200000e+000	0.000000e+000
3.100000000000002e-001	3.100000e-001	1.200000e+000	0.000000e+000
3.110000000000002e-001	3.110000e-001	1.200000e+000	0.000000e+000
3.120000000000002e-001	3.120000e-001	1.200000e+000	0.000000e+000
3.130000000000002e-001	3.130000e-001	1.200000e+000	0.000000e+000
3.140000000000002e-001	3.140000e-001	1.200000e+000	0.000000e+000
3.150000000000002e-001	3.150000e-001	1.200000e+000	0.000000e+000
3.160000000000002e-001	3.160000e-001	1.200000e+000	0.000000e+000
3.170000000000002e-001	3.170000e-001	1.200000e+000	0.000000e+000
3.180000000000002e-001	3.180000e-001	1.200000e+000	0.000000e+000
3.190000000000002e-001	3.190000e-001	1.200000e+000	0.000000e+000
3.200000000000002e-001	3.200000e-001	1.200000e+000	0.000000e+000
3.210000000000002e-001	3.210000e-001	1.200000e+000	0.000000e+000
3.220000000000002e-001	3.220000e-001	1.200000e+000	0.000000e+000
3.230000000000002e-001	3.230000e-001	1.200000e+000	0.000000e+000
3.240000000000002e-001	3.240000e-001	1.200000e+000	0.000000e+000
3.250000000000002e-001	3.250000e-001	1.200000e+000	0.000000e+000
3.260000000000002e-001	3.260000e-001	1.200000e+000	0.000000e+000
3.270000000000002e-001	3.270000e-001	1.200000e+000	0.000000e+000
3.280000000000002e-001	3.280000e-001	1.200000e+000	0.000000e+000
3.290000000000002e-001	3.290000e-001	1.200000e+000	0.000000e+000
3.300000000000002e-001	3.300000e-001	1.200000e+000	0.000000e+000
3.310000000000002e-001	3.310000e-001	1.200000e+000	0.000000e+000
3.320000000000002e-001	3.320000e-001	1.200000e+000	0.000000e+000
3.330000000000002e-001	3.330000e-001	1.200000e+000	0.000000e+000
3.340000000000002e-001	3.340000e-001	1.200000e+000	0.000000e+000
3.350000000000002e-001	3.350000e-001	1.200000e+000	0.000000e+000
3.360000000000002e-001	3.360000e-001	1.200000e+000	0.000000e+000
3.370000000000002e-001	3.370000e-001	1.200000e+000	0.000000e+000
3.380000000000002e-001	3.380000e-001	1.200000e+000	0.000000e+000
3.390000000000003e-001	3.390000e-001	1.200000e+000	0.000000e+000
3.400000000000003e-001	3.400000e-001	1.200000e+000	0.000000e+000
3.410000000000003e-001	3.410000e-001	1.200000e+000	0.000000e+000
3.420000000000003e-001	3.420000e-001	1.200000e+000	0.000000e+000
3.430000000000003e-001	3.430000e-001	1.200000e+000	0.000000e+000
3.440000000000003e-001	3.440000e-001	1.200000e+000	0.000000e+000
3.450000000000003e-001	3.450000e-001	1.200000e+000	0.000000e+000
3.460000000000003e-001	3.460000e-001	1.200000e+000	0.000000e+000
3.470000000000003e-001	3.470000e-001	1.200000e+000	0.000000e+000
3.480000000000003e-001	3.480000e-001	1.200000e+000	0.000000e+000
3.490000000000003e-001	3.490000e-001	1.200000e+000	0.000000e+000
3.500000000000003e-001	3.500000e-001	1.200000e+000	0.000000e+000
3.510000000000003e-001	3.510000e-001	1.200000e+000	0.000000e+000
3.520000000000003e-001	3.520000e-001	1.200000e+000	0.000000e+000
3.530000000000003e-001	3.530000e-001	1.200000e+000	0.000000e+000
3.540000000000003e-001	3.540000e-001	1.200000e+000	0.000000e+000
3.550000000000003e-001	3.550000e-001	1.200000e+000	0.000000e+000
3.560000000000003e-001	3.560000e-001	1.200000e+000	0.000000e+000
3.570000000000003e-001	3.570000e-001	1.200000e+000	0.000000e+000
3.580000000000003e-001	3.580000e-001	1.200000e+000	0.000000e+000
3.590000000000003e-001	3.590000e-001	1.200000e+000	0.000000e+000
3.600000000000003e-001	3.600000e-001	1.200000e+000	0.000000e+000
3.610000000000003e-001	3.610000e-001	1.200000e+000	0.000000e+000
3.620000000000003e-001	3.620000e-001	1.200000e+000	0.000000e+000
3.630000000000003e-001	3.630000e-001	1.200000e+000	0.000000e+000
3.640000000000003e-001	3.640000e-001	1.200000e+000	0.000000e+000
3.650000000000003e-001	3.650000e-001	1.200000e+000	0.000000e+000
3.660000000000003e-001	3.660000e-001	1.200000e+000	0.000000e+000
3.670000000000003e-001	3.670000e-001	1.200000e+000	0.000000e+000
3.680000000000003e-001	3.680000e-001	1.200000e+000	0.000000e+000
3.690000000000003e-001	3.690000e-001	1.200000e+000	0.000000e+000
3.700000000000003e-001	3.700000e-001	1.200000e+000	0.000000e+000
3.710000000000003e-001	3.710000e-001	1.200000e+000	0.000000e+000
3.720000000000003e-001	3.720000e-001	1.200000e+000	0.000000e+000
3.730000000000003e-001	3.730000e-001	1.200000e+000	0.000000e+000
3.740000000000003e-001	3.740000e-001	1.200000e+000	0.000000e+000
3.750000000000003e-001	3.750000e-001	1.200000e+000	0.000000e+000
3.760000000000003e-001	3.760000e-001	1.200000e+000	0.000000e+000
3.770000000000003e-001	3.770000e-001	1.200000e+000	0.000000e+000
3.780000000000003e-001	3.780000e-001	1.200000e+000	0.000000e+000
3.790000000000003e-001	3.790000e-001	1.200000e+000	0.000000e+000
3.800000000000003e-001	3.800000e-001	1.200000e+000	0.000000e+000
3.810000000000003e-001	3.810000e-001	1.200000e+000	0.000000e+000
3.820000000000003e-001	3.820000e-001	1.200000e+000	0.000000e+000
3.830000000000003e-001	3.830000e-001	1.200000e+000	0.000000e+000
3.840000000000003e-001	3.840000e-001	1.200000e+000	0.000000e+000
3.850000000000003e-001	3.850000e-001	1.200000e+000	0.000000e+000
3.860000000000003e-001	3.860000e-001	1.200000e+000	0.000000e+000
3.870000000000003e-001	3.870000e-001	1.200000e+000	0.000000e+000
3.880000000000003e-001	3.880000e-001	1.200000e+000	0.000000e+000
3.890000000000003e-001	3.890000e-001	1.200000e+000	0.000000e+000
3.900000000000003e-001	3.900000e-001	1.200000e+000	0.000000e+000
3.910000000000003e-001	3.910000e-001	1.200000e+000	0.000000e+000
3.920000000000003e-001	3.920000e-001	1.200000e+000	0.000000e+000
3.930000000000003e-001	3.930000e-001	1.200000e+000	0.000000e+000
3.940000000000003e-001	3.940000e-001	1.200000e+000	0.000000e+000
3.950000000000003e-001	3.950000e-001	1.200000e+000	0.000000e+000
3.960000000000003e-001	3.960000e-001	1.200000e+000	0.000000e+000
3.970000000000003e-001	3.970000e-001	1.200000e+000	0.000000e+000
