vc	V(vout)	d(V(Vout))
5.100000000000003e-01	2.496385e+00	-6.806850e-02
5.110000000000003e-01	2.496316e+00	-6.878376e-02
5.120000000000003e-01	2.496247e+00	-6.949902e-02
5.130000000000003e-01	2.496177e+00	-7.021427e-02
5.140000000000003e-01	2.496107e+00	-7.092953e-02
5.150000000000003e-01	2.496036e+00	-7.152557e-02
5.160000000000003e-01	2.495964e+00	-7.224083e-02
5.170000000000003e-01	2.495891e+00	-7.295609e-02
5.180000000000003e-01	2.495818e+00	-7.355213e-02
5.190000000000003e-01	2.495744e+00	-7.438660e-02
5.200000000000004e-01	2.495669e+00	-7.510185e-02
5.210000000000004e-01	2.495594e+00	-7.569790e-02
5.220000000000004e-01	2.495518e+00	-7.641315e-02
5.230000000000004e-01	2.495441e+00	-7.724762e-02
5.240000000000004e-01	2.495363e+00	-7.796288e-02
5.250000000000004e-01	2.495285e+00	-7.855892e-02
5.260000000000004e-01	2.495206e+00	-7.927418e-02
5.270000000000004e-01	2.495126e+00	-7.998943e-02
5.280000000000004e-01	2.495046e+00	-8.070469e-02
5.290000000000004e-01	2.494965e+00	-8.141994e-02
5.300000000000004e-01	2.494883e+00	-8.213520e-02
5.310000000000004e-01	2.494801e+00	-8.285046e-02
5.320000000000004e-01	2.494718e+00	-8.356571e-02
5.330000000000004e-01	2.494634e+00	-8.428097e-02
5.340000000000004e-01	2.494549e+00	-8.499622e-02
5.350000000000004e-01	2.494464e+00	-8.583069e-02
5.360000000000004e-01	2.494377e+00	-8.654594e-02
5.370000000000004e-01	2.494291e+00	-8.714199e-02
5.380000000000004e-01	2.494203e+00	-8.785725e-02
5.390000000000004e-01	2.494115e+00	-8.869171e-02
5.400000000000004e-01	2.494026e+00	-8.940697e-02
5.410000000000004e-01	2.493936e+00	-9.012222e-02
5.420000000000004e-01	2.493845e+00	-9.083748e-02
5.430000000000004e-01	2.493754e+00	-9.155273e-02
5.440000000000004e-01	2.493662e+00	-9.238720e-02
5.450000000000004e-01	2.493570e+00	-9.310246e-02
5.460000000000004e-01	2.493476e+00	-9.381771e-02
5.470000000000004e-01	2.493382e+00	-9.453297e-02
5.480000000000004e-01	2.493287e+00	-9.524822e-02
5.490000000000004e-01	2.493191e+00	-9.608269e-02
5.500000000000004e-01	2.493095e+00	-9.679794e-02
5.510000000000004e-01	2.492998e+00	-9.751320e-02
5.520000000000004e-01	2.492900e+00	-9.834766e-02
5.530000000000004e-01	2.492801e+00	-9.894371e-02
5.540000000000004e-01	2.492702e+00	-9.977818e-02
5.550000000000004e-01	2.492602e+00	-1.006126e-01
5.560000000000004e-01	2.492501e+00	-1.012087e-01
5.570000000000004e-01	2.492399e+00	-1.020432e-01
5.580000000000004e-01	2.492297e+00	-1.028776e-01
5.590000000000004e-01	2.492193e+00	-1.035929e-01
5.600000000000004e-01	2.492090e+00	-1.043081e-01
5.610000000000004e-01	2.491985e+00	-1.051426e-01
5.620000000000004e-01	2.491879e+00	-1.058578e-01
5.630000000000004e-01	2.491773e+00	-1.065731e-01
5.640000000000004e-01	2.491666e+00	-1.074076e-01
5.650000000000004e-01	2.491558e+00	-1.082420e-01
5.660000000000004e-01	2.491450e+00	-1.089573e-01
5.670000000000004e-01	2.491340e+00	-1.096725e-01
5.680000000000004e-01	2.491230e+00	-1.105070e-01
5.690000000000004e-01	2.491119e+00	-1.113415e-01
5.700000000000004e-01	2.491008e+00	-1.120567e-01
5.710000000000004e-01	2.490895e+00	-1.127720e-01
5.720000000000004e-01	2.490782e+00	-1.137257e-01
5.730000000000004e-01	2.490668e+00	-1.144409e-01
5.740000000000004e-01	2.490553e+00	-1.151562e-01
5.750000000000004e-01	2.490438e+00	-1.159906e-01
5.760000000000004e-01	2.490321e+00	-1.168251e-01
5.770000000000004e-01	2.490204e+00	-1.176596e-01
5.780000000000004e-01	2.490086e+00	-1.183748e-01
5.790000000000004e-01	2.489967e+00	-1.190901e-01
5.800000000000004e-01	2.489848e+00	-1.199245e-01
5.810000000000004e-01	2.489727e+00	-1.207590e-01
5.820000000000004e-01	2.489606e+00	-1.215935e-01
5.830000000000004e-01	2.489484e+00	-1.224279e-01
5.840000000000004e-01	2.489361e+00	-1.231432e-01
5.850000000000004e-01	2.489238e+00	-1.239777e-01
5.860000000000004e-01	2.489113e+00	-1.248121e-01
5.870000000000004e-01	2.488988e+00	-1.255274e-01
5.880000000000004e-01	2.488862e+00	-1.263618e-01
5.890000000000004e-01	2.488735e+00	-1.273155e-01
5.900000000000004e-01	2.488608e+00	-1.280308e-01
5.910000000000004e-01	2.488479e+00	-1.287460e-01
5.920000000000004e-01	2.488350e+00	-1.296997e-01
5.930000000000004e-01	2.488220e+00	-1.305342e-01
5.940000000000004e-01	2.488089e+00	-1.313686e-01
5.950000000000004e-01	2.487957e+00	-1.322031e-01
5.960000000000004e-01	2.487825e+00	-1.329184e-01
5.970000000000004e-01	2.487691e+00	-1.337528e-01
5.980000000000004e-01	2.487557e+00	-1.347065e-01
5.990000000000004e-01	2.487422e+00	-1.354218e-01
6.000000000000004e-01	2.487286e+00	-1.362562e-01
6.010000000000004e-01	2.487149e+00	-1.372099e-01
6.020000000000004e-01	2.487012e+00	-1.379251e-01
6.030000000000004e-01	2.486874e+00	-1.387596e-01
6.040000000000004e-01	2.486734e+00	-1.397133e-01
6.050000000000004e-01	2.486594e+00	-1.405478e-01
6.060000000000004e-01	2.486453e+00	-1.413822e-01
6.070000000000004e-01	2.486311e+00	-1.422167e-01
6.080000000000004e-01	2.486169e+00	-1.429319e-01
6.090000000000004e-01	2.486026e+00	-1.438856e-01
6.100000000000004e-01	2.485881e+00	-1.448393e-01
6.110000000000004e-01	2.485736e+00	-1.455545e-01
6.120000000000004e-01	2.485590e+00	-1.463890e-01
6.130000000000004e-01	2.485443e+00	-1.473427e-01
6.140000000000004e-01	2.485295e+00	-1.482964e-01
6.150000000000004e-01	2.485147e+00	-1.490116e-01
6.160000000000004e-01	2.484997e+00	-1.498461e-01
6.170000000000004e-01	2.484847e+00	-1.507998e-01
6.180000000000004e-01	2.484696e+00	-1.516342e-01
6.190000000000004e-01	2.484544e+00	-1.525879e-01
6.200000000000004e-01	2.484390e+00	-1.534224e-01
6.210000000000004e-01	2.484237e+00	-1.542568e-01
6.220000000000004e-01	2.484082e+00	-1.552105e-01
6.230000000000004e-01	2.483926e+00	-1.560450e-01
6.240000000000004e-01	2.483770e+00	-1.568794e-01
6.250000000000004e-01	2.483613e+00	-1.578331e-01
6.260000000000004e-01	2.483454e+00	-1.586676e-01
6.270000000000004e-01	2.483295e+00	-1.596212e-01
6.280000000000004e-01	2.483135e+00	-1.605749e-01
6.290000000000004e-01	2.482974e+00	-1.612902e-01
6.300000000000004e-01	2.482812e+00	-1.622438e-01
6.310000000000004e-01	2.482650e+00	-1.631975e-01
6.320000000000005e-01	2.482486e+00	-1.640320e-01
6.330000000000005e-01	2.482322e+00	-1.649857e-01
6.340000000000005e-01	2.482156e+00	-1.658201e-01
6.350000000000005e-01	2.481990e+00	-1.667738e-01
6.360000000000005e-01	2.481822e+00	-1.677275e-01
6.370000000000005e-01	2.481654e+00	-1.685619e-01
6.380000000000005e-01	2.481485e+00	-1.695156e-01
6.390000000000005e-01	2.481315e+00	-1.704693e-01
6.400000000000005e-01	2.481144e+00	-1.713037e-01
6.410000000000005e-01	2.480973e+00	-1.722574e-01
6.420000000000005e-01	2.480800e+00	-1.732111e-01
6.430000000000005e-01	2.480626e+00	-1.740456e-01
6.440000000000005e-01	2.480452e+00	-1.749992e-01
6.450000000000005e-01	2.480276e+00	-1.759529e-01
6.460000000000005e-01	2.480100e+00	-1.769066e-01
6.470000000000005e-01	2.479923e+00	-1.778603e-01
6.480000000000005e-01	2.479744e+00	-1.788139e-01
6.490000000000005e-01	2.479565e+00	-1.797676e-01
6.500000000000005e-01	2.479385e+00	-1.806021e-01
6.510000000000005e-01	2.479204e+00	-1.815557e-01
6.520000000000005e-01	2.479022e+00	-1.825094e-01
6.530000000000005e-01	2.478839e+00	-1.834631e-01
6.540000000000005e-01	2.478655e+00	-1.845360e-01
6.550000000000005e-01	2.478470e+00	-1.853704e-01
6.560000000000005e-01	2.478284e+00	-1.863241e-01
6.570000000000005e-01	2.478097e+00	-1.872778e-01
6.580000000000005e-01	2.477909e+00	-1.882315e-01
6.590000000000005e-01	2.477720e+00	-1.893044e-01
6.600000000000005e-01	2.477531e+00	-1.901388e-01
6.610000000000005e-01	2.477340e+00	-1.910925e-01
6.620000000000005e-01	2.477149e+00	-1.921654e-01
6.630000000000005e-01	2.476956e+00	-1.931190e-01
6.640000000000005e-01	2.476762e+00	-1.940727e-01
6.650000000000005e-01	2.476568e+00	-1.950264e-01
6.660000000000005e-01	2.476372e+00	-1.959801e-01
6.670000000000005e-01	2.476176e+00	-1.969337e-01
6.680000000000005e-01	2.475978e+00	-1.980066e-01
6.690000000000005e-01	2.475780e+00	-1.990795e-01
6.700000000000005e-01	2.475580e+00	-1.999140e-01
6.710000000000005e-01	2.475380e+00	-2.008677e-01
6.720000000000005e-01	2.475178e+00	-2.019405e-01
6.730000000000005e-01	2.474976e+00	-2.030134e-01
6.740000000000005e-01	2.474772e+00	-2.039671e-01
6.750000000000005e-01	2.474568e+00	-2.049208e-01
6.760000000000005e-01	2.474363e+00	-2.059937e-01
6.770000000000005e-01	2.474156e+00	-2.069473e-01
6.780000000000005e-01	2.473949e+00	-2.079010e-01
6.790000000000005e-01	2.473740e+00	-2.089739e-01
6.800000000000005e-01	2.473531e+00	-2.100468e-01
6.810000000000005e-01	2.473320e+00	-2.110004e-01
6.820000000000005e-01	2.473109e+00	-2.120733e-01
6.830000000000005e-01	2.472896e+00	-2.131462e-01
6.840000000000005e-01	2.472682e+00	-2.140999e-01
6.850000000000005e-01	2.472468e+00	-2.150536e-01
6.860000000000005e-01	2.472252e+00	-2.161264e-01
6.870000000000005e-01	2.472036e+00	-2.171993e-01
6.880000000000005e-01	2.471818e+00	-2.181530e-01
6.890000000000005e-01	2.471599e+00	-2.192259e-01
6.900000000000005e-01	2.471380e+00	-2.202988e-01
6.910000000000005e-01	2.471159e+00	-2.213717e-01
6.920000000000005e-01	2.470937e+00	-2.224445e-01
6.930000000000005e-01	2.470714e+00	-2.233982e-01
6.940000000000005e-01	2.470490e+00	-2.244711e-01
6.950000000000005e-01	2.470265e+00	-2.255440e-01
6.960000000000005e-01	2.470039e+00	-2.266169e-01
6.970000000000005e-01	2.469812e+00	-2.276897e-01
6.980000000000005e-01	2.469584e+00	-2.287626e-01
6.990000000000005e-01	2.469354e+00	-2.298355e-01
7.000000000000005e-01	2.469124e+00	-2.309084e-01
7.010000000000005e-01	2.468892e+00	-2.319813e-01
7.020000000000005e-01	2.468660e+00	-2.329350e-01
7.030000000000005e-01	2.468426e+00	-2.341270e-01
7.040000000000005e-01	2.468192e+00	-2.351999e-01
7.050000000000005e-01	2.467956e+00	-2.362728e-01
7.060000000000005e-01	2.467719e+00	-2.373457e-01
7.070000000000005e-01	2.467481e+00	-2.384186e-01
7.080000000000005e-01	2.467242e+00	-2.396107e-01
7.090000000000005e-01	2.467002e+00	-2.406836e-01
7.100000000000005e-01	2.466761e+00	-2.417564e-01
7.110000000000005e-01	2.466519e+00	-2.428293e-01
7.120000000000005e-01	2.466275e+00	-2.439022e-01
7.130000000000005e-01	2.466031e+00	-2.450943e-01
7.140000000000005e-01	2.465785e+00	-2.461672e-01
7.150000000000005e-01	2.465539e+00	-2.472401e-01
7.160000000000005e-01	2.465291e+00	-2.484322e-01
7.170000000000005e-01	2.465042e+00	-2.495050e-01
7.180000000000005e-01	2.464792e+00	-2.506971e-01
7.190000000000005e-01	2.464540e+00	-2.517700e-01
7.200000000000005e-01	2.464288e+00	-2.529621e-01
7.210000000000005e-01	2.464034e+00	-2.541542e-01
7.220000000000005e-01	2.463780e+00	-2.551079e-01
7.230000000000005e-01	2.463524e+00	-2.563000e-01
7.240000000000005e-01	2.463267e+00	-2.574921e-01
7.250000000000005e-01	2.463009e+00	-2.585649e-01
7.260000000000005e-01	2.462750e+00	-2.597570e-01
7.270000000000005e-01	2.462490e+00	-2.609491e-01
7.280000000000005e-01	2.462228e+00	-2.621412e-01
7.290000000000005e-01	2.461965e+00	-2.632141e-01
7.300000000000005e-01	2.461702e+00	-2.644062e-01
7.310000000000005e-01	2.461437e+00	-2.655983e-01
7.320000000000005e-01	2.461170e+00	-2.667904e-01
7.330000000000005e-01	2.460903e+00	-2.679825e-01
7.340000000000005e-01	2.460634e+00	-2.690554e-01
7.350000000000005e-01	2.460365e+00	-2.702475e-01
7.360000000000005e-01	2.460094e+00	-2.714396e-01
7.370000000000005e-01	2.459822e+00	-2.726316e-01
7.380000000000005e-01	2.459549e+00	-2.738237e-01
7.390000000000005e-01	2.459274e+00	-2.750158e-01
7.400000000000005e-01	2.458999e+00	-2.762079e-01
7.410000000000005e-01	2.458722e+00	-2.775192e-01
7.420000000000005e-01	2.458444e+00	-2.787113e-01
7.430000000000005e-01	2.458164e+00	-2.797842e-01
7.440000000000005e-01	2.457884e+00	-2.810955e-01
7.450000000000006e-01	2.457602e+00	-2.822876e-01
7.460000000000006e-01	2.457319e+00	-2.834797e-01
7.470000000000006e-01	2.457035e+00	-2.846718e-01
7.480000000000006e-01	2.456750e+00	-2.858639e-01
7.490000000000006e-01	2.456464e+00	-2.871752e-01
7.500000000000006e-01	2.456176e+00	-2.884865e-01
7.510000000000006e-01	2.455887e+00	-2.896786e-01
7.520000000000006e-01	2.455596e+00	-2.908707e-01
7.530000000000006e-01	2.455305e+00	-2.921820e-01
7.540000000000006e-01	2.455012e+00	-2.933741e-01
7.550000000000006e-01	2.454718e+00	-2.945662e-01
7.560000000000006e-01	2.454423e+00	-2.958775e-01
7.570000000000006e-01	2.454126e+00	-2.971888e-01
7.580000000000006e-01	2.453829e+00	-2.983809e-01
7.590000000000006e-01	2.453530e+00	-2.996922e-01
7.600000000000006e-01	2.453229e+00	-3.010035e-01
7.610000000000006e-01	2.452928e+00	-3.021955e-01
7.620000000000006e-01	2.452625e+00	-3.035069e-01
7.630000000000006e-01	2.452321e+00	-3.048182e-01
7.640000000000006e-01	2.452015e+00	-3.060102e-01
7.650000000000006e-01	2.451709e+00	-3.073215e-01
7.660000000000006e-01	2.451401e+00	-3.086329e-01
7.670000000000006e-01	2.451091e+00	-3.099442e-01
7.680000000000006e-01	2.450781e+00	-3.112555e-01
7.690000000000006e-01	2.450469e+00	-3.125668e-01
7.700000000000006e-01	2.450155e+00	-3.138781e-01
7.710000000000006e-01	2.449841e+00	-3.151894e-01
7.720000000000006e-01	2.449525e+00	-3.165007e-01
7.730000000000006e-01	2.449208e+00	-3.178120e-01
7.740000000000006e-01	2.448889e+00	-3.191233e-01
7.750000000000006e-01	2.448570e+00	-3.204346e-01
7.760000000000006e-01	2.448249e+00	-3.218651e-01
7.770000000000006e-01	2.447926e+00	-3.231764e-01
7.780000000000006e-01	2.447602e+00	-3.244877e-01
7.790000000000006e-01	2.447277e+00	-3.259182e-01
7.800000000000006e-01	2.446950e+00	-3.272295e-01
7.810000000000006e-01	2.446623e+00	-3.285408e-01
7.820000000000006e-01	2.446293e+00	-3.298521e-01
7.830000000000006e-01	2.445963e+00	-3.312826e-01
7.840000000000006e-01	2.445631e+00	-3.327131e-01
7.850000000000006e-01	2.445297e+00	-3.340244e-01
7.860000000000006e-01	2.444963e+00	-3.354549e-01
7.870000000000006e-01	2.444627e+00	-3.367662e-01
7.880000000000006e-01	2.444289e+00	-3.380775e-01
7.890000000000006e-01	2.443950e+00	-3.395081e-01
7.900000000000006e-01	2.443610e+00	-3.409386e-01
7.910000000000006e-01	2.443269e+00	-3.423691e-01
7.920000000000006e-01	2.442925e+00	-3.437996e-01
7.930000000000006e-01	2.442581e+00	-3.452301e-01
7.940000000000006e-01	2.442235e+00	-3.466606e-01
7.950000000000006e-01	2.441888e+00	-3.479719e-01
7.960000000000006e-01	2.441539e+00	-3.494024e-01
7.970000000000006e-01	2.441189e+00	-3.508329e-01
7.980000000000006e-01	2.440837e+00	-3.522635e-01
7.990000000000006e-01	2.440484e+00	-3.538132e-01
8.000000000000006e-01	2.440130e+00	-3.551245e-01
8.010000000000006e-01	2.439774e+00	-3.565550e-01
8.020000000000006e-01	2.439417e+00	-3.581047e-01
8.030000000000006e-01	2.439058e+00	-3.595352e-01
8.040000000000006e-01	2.438698e+00	-3.609657e-01
8.050000000000006e-01	2.438336e+00	-3.623962e-01
8.060000000000006e-01	2.437973e+00	-3.639460e-01
8.070000000000006e-01	2.437608e+00	-3.653765e-01
8.080000000000006e-01	2.437242e+00	-3.668070e-01
8.090000000000006e-01	2.436874e+00	-3.683567e-01
8.100000000000006e-01	2.436505e+00	-3.699064e-01
8.110000000000006e-01	2.436135e+00	-3.713369e-01
8.120000000000006e-01	2.435763e+00	-3.727674e-01
8.130000000000006e-01	2.435389e+00	-3.744364e-01
8.140000000000006e-01	2.435014e+00	-3.758669e-01
8.150000000000006e-01	2.434637e+00	-3.772974e-01
8.160000000000006e-01	2.434259e+00	-3.789663e-01
8.170000000000006e-01	2.433879e+00	-3.803968e-01
8.180000000000006e-01	2.433498e+00	-3.819466e-01
8.190000000000006e-01	2.433115e+00	-3.834963e-01
8.200000000000006e-01	2.432731e+00	-3.849268e-01
8.210000000000006e-01	2.432346e+00	-3.865957e-01
8.220000000000006e-01	2.431958e+00	-3.881454e-01
8.230000000000006e-01	2.431569e+00	-3.896952e-01
8.240000000000006e-01	2.431179e+00	-3.912449e-01
8.250000000000006e-01	2.430787e+00	-3.927946e-01
8.260000000000006e-01	2.430393e+00	-3.944635e-01
8.270000000000006e-01	2.429998e+00	-3.960133e-01
8.280000000000006e-01	2.429601e+00	-3.975630e-01
8.290000000000006e-01	2.429203e+00	-3.991127e-01
8.300000000000006e-01	2.428803e+00	-4.006624e-01
8.310000000000006e-01	2.428401e+00	-4.023314e-01
8.320000000000006e-01	2.427998e+00	-4.040003e-01
8.330000000000006e-01	2.427593e+00	-4.055500e-01
8.340000000000006e-01	2.427187e+00	-4.072189e-01
8.350000000000006e-01	2.426779e+00	-4.088879e-01
8.360000000000006e-01	2.426369e+00	-4.104376e-01
8.370000000000006e-01	2.425958e+00	-4.119873e-01
8.380000000000006e-01	2.425545e+00	-4.136562e-01
8.390000000000006e-01	2.425131e+00	-4.154444e-01
8.400000000000006e-01	2.424715e+00	-4.169941e-01
8.410000000000006e-01	2.424297e+00	-4.186630e-01
8.420000000000006e-01	2.423877e+00	-4.203320e-01
8.430000000000006e-01	2.423456e+00	-4.220009e-01
8.440000000000006e-01	2.423033e+00	-4.236698e-01
8.450000000000006e-01	2.422609e+00	-4.253387e-01
8.460000000000006e-01	2.422183e+00	-4.271269e-01
8.470000000000006e-01	2.421755e+00	-4.287958e-01
8.480000000000006e-01	2.421325e+00	-4.304647e-01
8.490000000000006e-01	2.420894e+00	-4.321337e-01
8.500000000000006e-01	2.420461e+00	-4.338026e-01
8.510000000000006e-01	2.420026e+00	-4.355907e-01
8.520000000000006e-01	2.419590e+00	-4.373789e-01
8.530000000000006e-01	2.419151e+00	-4.390478e-01
8.540000000000006e-01	2.418711e+00	-4.408360e-01
8.550000000000006e-01	2.418270e+00	-4.426241e-01
8.560000000000006e-01	2.417826e+00	-4.442930e-01
8.570000000000007e-01	2.417381e+00	-4.460812e-01
8.580000000000007e-01	2.416934e+00	-4.478693e-01
8.590000000000007e-01	2.416485e+00	-4.495382e-01
8.600000000000007e-01	2.416035e+00	-4.513264e-01
8.610000000000007e-01	2.415583e+00	-4.532337e-01
8.620000000000007e-01	2.415128e+00	-4.550219e-01
8.630000000000007e-01	2.414673e+00	-4.566908e-01
8.640000000000007e-01	2.414215e+00	-4.584789e-01
8.650000000000007e-01	2.413756e+00	-4.603863e-01
8.660000000000007e-01	2.413294e+00	-4.622936e-01
8.670000000000007e-01	2.412831e+00	-4.640818e-01
8.680000000000007e-01	2.412366e+00	-4.658699e-01
8.690000000000007e-01	2.411899e+00	-4.676580e-01
8.700000000000007e-01	2.411431e+00	-4.695654e-01
8.710000000000007e-01	2.410960e+00	-4.714727e-01
8.720000000000007e-01	2.410488e+00	-4.732609e-01
8.730000000000007e-01	2.410014e+00	-4.751682e-01
8.740000000000007e-01	2.409538e+00	-4.770756e-01
8.750000000000007e-01	2.409060e+00	-4.788637e-01
8.760000000000007e-01	2.408580e+00	-4.807711e-01
8.770000000000007e-01	2.408098e+00	-4.826784e-01
8.780000000000007e-01	2.407614e+00	-4.845858e-01
8.790000000000007e-01	2.407129e+00	-4.866123e-01
8.800000000000007e-01	2.406641e+00	-4.885197e-01
8.810000000000007e-01	2.406152e+00	-4.903078e-01
8.820000000000007e-01	2.405661e+00	-4.922152e-01
8.830000000000007e-01	2.405167e+00	-4.943609e-01
8.840000000000007e-01	2.404672e+00	-4.962683e-01
8.850000000000007e-01	2.404175e+00	-4.981756e-01
8.860000000000007e-01	2.403676e+00	-5.002022e-01
8.870000000000007e-01	2.403174e+00	-5.021095e-01
8.880000000000007e-01	2.402671e+00	-5.040169e-01
8.890000000000007e-01	2.402166e+00	-5.060434e-01
8.900000000000007e-01	2.401659e+00	-5.081892e-01
8.910000000000007e-01	2.401150e+00	-5.102158e-01
8.920000000000007e-01	2.400639e+00	-5.121231e-01
8.930000000000007e-01	2.400126e+00	-5.141497e-01
8.940000000000007e-01	2.399611e+00	-5.161762e-01
8.950000000000007e-01	2.399093e+00	-5.182028e-01
8.960000000000007e-01	2.398574e+00	-5.203485e-01
8.970000000000007e-01	2.398053e+00	-5.223751e-01
8.980000000000007e-01	2.397529e+00	-5.244017e-01
8.990000000000007e-01	2.397004e+00	-5.265474e-01
9.000000000000007e-01	2.396476e+00	-5.285740e-01
9.010000000000007e-01	2.395947e+00	-5.306005e-01
9.020000000000007e-01	2.395415e+00	-5.327463e-01
9.030000000000007e-01	2.394881e+00	-5.348921e-01
9.040000000000007e-01	2.394345e+00	-5.370378e-01
9.050000000000007e-01	2.393807e+00	-5.391836e-01
9.060000000000007e-01	2.393267e+00	-5.413294e-01
9.070000000000007e-01	2.392725e+00	-5.434752e-01
9.080000000000007e-01	2.392180e+00	-5.456209e-01
9.090000000000007e-01	2.391633e+00	-5.477667e-01
9.100000000000007e-01	2.391084e+00	-5.499125e-01
9.110000000000007e-01	2.390533e+00	-5.520582e-01
9.120000000000007e-01	2.389980e+00	-5.543232e-01
9.130000000000007e-01	2.389425e+00	-5.565882e-01
9.140000000000007e-01	2.388867e+00	-5.587339e-01
9.150000000000007e-01	2.388307e+00	-5.608797e-01
9.160000000000007e-01	2.387745e+00	-5.631447e-01
9.170000000000007e-01	2.387181e+00	-5.655289e-01
9.180000000000007e-01	2.386614e+00	-5.676746e-01
9.190000000000007e-01	2.386046e+00	-5.699396e-01
9.200000000000007e-01	2.385474e+00	-5.723238e-01
9.210000000000007e-01	2.384901e+00	-5.744696e-01
9.220000000000007e-01	2.384326e+00	-5.767345e-01
9.230000000000007e-01	2.383748e+00	-5.791187e-01
9.240000000000007e-01	2.383167e+00	-5.815029e-01
9.250000000000007e-01	2.382585e+00	-5.837679e-01
9.260000000000007e-01	2.382000e+00	-5.860329e-01
9.270000000000007e-01	2.381413e+00	-5.884171e-01
9.280000000000007e-01	2.380823e+00	-5.908012e-01
9.290000000000007e-01	2.380231e+00	-5.931854e-01
9.300000000000007e-01	2.379637e+00	-5.955696e-01
9.310000000000007e-01	2.379040e+00	-5.978346e-01
9.320000000000007e-01	2.378441e+00	-6.002188e-01
9.330000000000007e-01	2.377839e+00	-6.027222e-01
9.340000000000007e-01	2.377235e+00	-6.052256e-01
9.350000000000007e-01	2.376629e+00	-6.076097e-01
9.360000000000007e-01	2.376020e+00	-6.099939e-01
9.370000000000007e-01	2.375409e+00	-6.124973e-01
9.380000000000007e-01	2.374795e+00	-6.150007e-01
9.390000000000007e-01	2.374179e+00	-6.175041e-01
9.400000000000007e-01	2.373560e+00	-6.198883e-01
9.410000000000007e-01	2.372939e+00	-6.223917e-01
9.420000000000007e-01	2.372315e+00	-6.248951e-01
9.430000000000007e-01	2.371689e+00	-6.273985e-01
9.440000000000007e-01	2.371061e+00	-6.300211e-01
9.450000000000007e-01	2.370429e+00	-6.326437e-01
9.460000000000007e-01	2.369795e+00	-6.351471e-01
9.470000000000007e-01	2.369159e+00	-6.376505e-01
9.480000000000007e-01	2.368520e+00	-6.402731e-01
9.490000000000007e-01	2.367878e+00	-6.428957e-01
9.500000000000007e-01	2.367234e+00	-6.455183e-01
9.510000000000007e-01	2.366587e+00	-6.480217e-01
9.520000000000007e-01	2.365938e+00	-6.506443e-01
9.530000000000007e-01	2.365286e+00	-6.535053e-01
9.540000000000007e-01	2.364631e+00	-6.561279e-01
9.550000000000007e-01	2.363974e+00	-6.586313e-01
9.560000000000007e-01	2.363314e+00	-6.613731e-01
9.570000000000007e-01	2.362651e+00	-6.642342e-01
9.580000000000007e-01	2.361985e+00	-6.668568e-01
9.590000000000007e-01	2.361317e+00	-6.694794e-01
9.600000000000007e-01	2.360646e+00	-6.723404e-01
9.610000000000007e-01	2.359973e+00	-6.750822e-01
9.620000000000007e-01	2.359296e+00	-6.778240e-01
9.630000000000007e-01	2.358617e+00	-6.806850e-01
9.640000000000007e-01	2.357935e+00	-6.834269e-01
9.650000000000007e-01	2.357250e+00	-6.862879e-01
9.660000000000007e-01	2.356562e+00	-6.891489e-01
9.670000000000007e-01	2.355872e+00	-6.918907e-01
9.680000000000007e-01	2.355179e+00	-6.947517e-01
9.690000000000007e-01	2.354482e+00	-6.976128e-01
9.700000000000008e-01	2.353783e+00	-7.005930e-01
9.710000000000008e-01	2.353081e+00	-7.034540e-01
9.720000000000008e-01	2.352376e+00	-7.063150e-01
9.730000000000008e-01	2.351669e+00	-7.092953e-01
9.740000000000008e-01	2.350958e+00	-7.122755e-01
9.750000000000008e-01	2.350244e+00	-7.152557e-01
9.760000000000008e-01	2.349527e+00	-7.181168e-01
9.770000000000008e-01	2.348808e+00	-7.212162e-01
9.780000000000008e-01	2.348085e+00	-7.241964e-01
9.790000000000008e-01	2.347359e+00	-7.271767e-01
9.800000000000008e-01	2.346631e+00	-7.302761e-01
9.810000000000008e-01	2.345899e+00	-7.333755e-01
9.820000000000008e-01	2.345164e+00	-7.364750e-01
9.830000000000008e-01	2.344426e+00	-7.394552e-01
9.840000000000008e-01	2.343685e+00	-7.425547e-01
9.850000000000008e-01	2.342941e+00	-7.457733e-01
9.860000000000008e-01	2.342193e+00	-7.488728e-01
9.870000000000008e-01	2.341443e+00	-7.519722e-01
9.880000000000008e-01	2.340689e+00	-7.553101e-01
9.890000000000008e-01	2.339932e+00	-7.584095e-01
9.900000000000008e-01	2.339173e+00	-7.616282e-01
9.910000000000008e-01	2.338409e+00	-7.648468e-01
9.920000000000008e-01	2.337643e+00	-7.680655e-01
9.930000000000008e-01	2.336873e+00	-7.714033e-01
9.940000000000008e-01	2.336100e+00	-7.746220e-01
9.950000000000008e-01	2.335324e+00	-7.779598e-01
9.960000000000008e-01	2.334544e+00	-7.812977e-01
9.970000000000008e-01	2.333761e+00	-7.847548e-01
9.980000000000008e-01	2.332975e+00	-7.880926e-01
9.990000000000008e-01	2.332185e+00	-7.913113e-01
1.000000000000001e+00	2.331392e+00	-7.947683e-01
1.001000000000001e+00	2.330595e+00	-7.982254e-01
1.002000000000000e+00	2.329796e+00	-8.016825e-01
1.003000000000000e+00	2.328992e+00	-8.051395e-01
1.004000000000000e+00	2.328185e+00	-8.085966e-01
1.005000000000000e+00	2.327375e+00	-8.120537e-01
1.006000000000000e+00	2.326561e+00	-8.156300e-01
1.007000000000000e+00	2.325744e+00	-8.192062e-01
1.008000000000000e+00	2.324923e+00	-8.226633e-01
